City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Carroll,US,39.5501,-77.0164,67.12,41,0,9.22,clear sky
351,Lavrentiya,RU,65.5833,-171.0,24.85,71,4,7.18,clear sky
352,Itoman,JP,26.1247,127.6694,73.78,60,75,24.16,broken clouds
353,Wanning,CN,18.8003,110.3967,71.67,84,95,10.63,overcast clouds
354,Vygonichi,RU,53.0985,34.0673,46.51,53,12,8.95,few clouds
355,Guozhen,CN,34.3659,107.359,47.43,56,51,1.54,broken clouds
356,Port-Cartier,CA,50.0334,-66.8654,44.82,49,85,11.9,overcast clouds
357,Samarai,PG,-10.6167,150.6667,80.69,79,25,9.33,scattered clouds
358,Bilibino,RU,68.0546,166.4372,8.35,98,100,2.93,light snow
359,Barquisimeto,VE,10.0739,-69.3228,86.63,48,75,10.38,broken clouds
360,Zemio,CF,5.0314,25.1361,70.81,94,84,3.36,broken clouds
361,La Paz Centro,NI,12.34,-86.6753,78.67,89,100,5.5,overcast clouds
362,Darhan,MN,49.4867,105.9228,38.95,51,100,1.77,overcast clouds
363,San Patricio,US,28.017,-97.5169,87.75,42,7,15.05,clear sky
364,Gaoua,BF,10.2992,-3.2508,82.04,64,20,2.37,few clouds
365,Balikpapan,ID,-1.2675,116.8289,76.19,100,40,4.61,light rain
366,Itupiranga,BR,-5.1347,-49.3267,91.72,56,58,1.61,light rain
367,Kikwit,CD,-5.041,18.8162,77.11,66,74,2.89,broken clouds
368,Rivers,CA,50.0308,-100.2403,61.75,35,27,12.44,scattered clouds
369,Adrar,MR,20.5022,-10.0711,97.95,15,86,8.93,overcast clouds
370,Portland,US,45.5234,-122.6762,70.7,74,20,3.44,haze
371,Semey,KZ,50.4111,80.2275,46.26,55,82,6.26,broken clouds
372,Skaelskor,DK,55.2506,11.2935,55.98,88,100,18.39,light rain
373,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,81,42,5.08,scattered clouds
374,Niono,ML,14.2526,-5.993,93.9,29,11,7.83,few clouds
375,Kuandian,CN,40.7286,124.7847,33.26,97,42,5.35,scattered clouds
376,Galveston,US,29.3669,-94.9669,86.05,59,0,12.66,clear sky
377,Hasaki,JP,35.7333,140.8333,75.22,74,100,27.69,overcast clouds
378,Cartagena,CO,10.3997,-75.5144,85.62,74,40,5.75,scattered clouds
379,Bundi,IN,25.4417,75.6417,78.98,69,57,2.39,broken clouds
380,Derzhavinsk,KZ,51.1,66.3167,49.39,50,13,7.96,few clouds
381,Kholmogory,RU,64.2229,41.656,42.87,86,76,8.05,broken clouds
382,Nuuk,GL,64.1835,-51.7216,39.81,70,75,16.11,light rain
383,Mongoumba,CF,3.6415,18.5936,70.59,94,94,1.88,overcast clouds
384,Shevchenkove,UA,49.6959,37.1735,50.58,93,100,12.57,light rain
385,Kon Tum,VN,14.35,108.0,68.0,99,100,1.95,overcast clouds
386,Masloc,RO,45.9981,21.4497,60.98,71,100,3.91,overcast clouds
387,Chimbarongo,CL,-34.7,-71.05,71.73,38,0,6.06,clear sky
388,Slavsk,RU,55.0425,21.677,49.39,63,2,12.08,clear sky
389,Sioux Lookout,CA,50.1001,-91.917,53.67,54,40,10.36,scattered clouds
390,Chaihe,CN,44.7667,129.7,40.82,82,100,10.13,overcast clouds
391,Belgrade,RS,44.804,20.4651,62.26,67,0,10.36,clear sky
392,Weston,US,26.1004,-80.3998,92.01,63,20,6.91,few clouds
393,Gat,IL,31.61,34.7642,75.88,100,0,6.8,clear sky
394,Chiang Kham,TH,19.5233,100.3,69.66,97,55,0.81,broken clouds
395,Raga,SS,8.4596,25.678,70.75,95,36,2.82,light rain
396,Sorland,NO,67.667,12.6934,51.66,76,100,26.57,overcast clouds
397,Yabelo,ET,4.8833,38.0833,66.58,51,92,10.13,overcast clouds
398,Coahuayana,MX,18.7333,-103.6833,92.55,46,79,1.07,broken clouds
399,Thinadhoo,MV,0.5333,72.9333,80.67,80,14,17.67,few clouds
400,Nacala,MZ,-14.5428,40.6728,72.68,81,0,4.14,clear sky
401,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,64.08,38,99,3.87,overcast clouds
402,Orlik,RU,52.5178,99.825,35.35,85,93,3.36,light rain
403,Hrubieszow,PL,50.805,23.8925,45.99,74,8,8.99,clear sky
404,Talnakh,RU,69.4865,88.3972,38.21,99,100,8.14,light rain
405,Tiksi,RU,71.6872,128.8694,12.34,87,77,14.2,broken clouds
406,Borovskoy,KZ,53.8,64.15,48.7,58,79,8.7,broken clouds
407,Sanary-Sur-Mer,FR,43.1178,5.8001,69.89,78,36,3.0,scattered clouds
408,Calcutta,IN,22.5697,88.3697,84.15,79,40,9.22,haze
409,Ahipara,NZ,-35.1667,173.1667,53.94,91,98,4.68,overcast clouds
410,Merauke,ID,-8.4667,140.3333,78.22,89,100,8.41,overcast clouds
411,Nesbyen,NO,60.5681,9.1027,47.01,78,100,8.01,overcast clouds
412,Kargasok,RU,59.0556,80.8572,47.55,80,100,15.86,overcast clouds
413,Gunnedah,AU,-30.9833,150.25,51.57,88,84,6.91,broken clouds
414,Inta,RU,66.0317,60.1659,39.34,94,100,20.51,overcast clouds
415,Zhongxing,CN,33.7039,118.6792,46.83,44,31,4.0,scattered clouds
416,Mount Gambier,AU,-37.8333,140.7667,56.28,55,100,11.65,overcast clouds
417,Danville,US,36.586,-79.395,66.85,37,0,6.91,clear sky
418,Sri Aman,MY,1.2376,111.4621,75.25,100,100,0.0,overcast clouds
419,Den Helder,NL,52.9599,4.7593,57.18,69,20,14.0,few clouds
420,De Aar,ZA,-30.6497,24.0123,80.53,21,100,14.29,overcast clouds
421,Tabuk,PH,17.4189,121.4443,72.95,95,100,4.29,overcast clouds
422,Shenjiamen,CN,29.9576,122.298,59.2,58,26,16.6,scattered clouds
423,Port Hardy,CA,50.6996,-127.4199,53.78,87,75,4.61,broken clouds
424,San Lorenzo,PY,-25.3333,-57.5333,52.74,93,100,7.0,heavy intensity drizzle
425,Scarborough,GB,54.2797,-0.4044,51.93,70,5,1.01,clear sky
426,Mujiayingzi,CN,42.1167,118.7833,36.3,36,0,5.61,clear sky
427,Matay,EG,28.419,30.7792,77.94,40,0,8.05,clear sky
428,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,86,75,2.24,broken clouds
429,Mulanje,MW,-16.0316,35.5,78.06,28,3,10.87,clear sky
430,Chivacoa,VE,10.1603,-68.895,83.93,72,99,4.97,overcast clouds
431,Goderich,CA,43.7501,-81.7165,53.92,47,85,9.22,overcast clouds
432,Russell,US,32.3502,-85.1999,75.9,40,0,8.05,clear sky
433,Cheremisinovo,RU,51.8855,37.2646,49.01,88,100,17.74,light rain
434,Larap,PH,14.299,122.6504,78.82,87,82,11.45,broken clouds
435,Milkovo,RU,54.7167,158.6167,30.36,79,14,4.81,few clouds
436,Bom Jesus Da Lapa,BR,-13.255,-43.4181,100.31,14,11,14.16,few clouds
437,Santa Cruz Cabralia,BR,-16.2781,-39.0247,80.83,78,40,11.5,scattered clouds
438,Simao,CN,22.7886,100.9748,60.98,86,100,2.01,overcast clouds
439,Namasuba,UG,0.6894,32.4214,62.53,95,71,0.56,broken clouds
440,Bucerias,MX,20.75,-105.3333,87.98,66,0,5.75,clear sky
441,Riverton,US,40.5219,-111.9391,74.44,34,0,7.0,clear sky
442,Kamaishi,JP,39.2667,141.8833,60.62,86,100,7.74,overcast clouds
443,Margate,GB,51.3813,1.3862,56.89,62,4,4.0,clear sky
444,Guantanamo,CU,20.1444,-75.2092,86.47,61,53,8.28,broken clouds
445,Hagere Hiywet,ET,8.9833,37.85,57.29,85,74,4.16,broken clouds
446,Nanortalik,GL,60.1432,-45.2371,39.11,85,100,10.42,light rain
447,Maningrida,AU,-12.0667,134.2667,78.4,72,58,5.19,broken clouds
448,Ciudad Guayana,VE,8.3533,-62.6528,87.98,55,95,5.97,overcast clouds
449,Elat,IL,29.5581,34.9482,84.04,39,0,9.22,clear sky
450,Storforshei,NO,66.4043,14.5233,45.66,93,75,2.3,broken clouds
451,Puerto Rico,AR,-26.796,-55.024,54.46,100,100,1.14,light rain
452,Catalina,US,32.5056,-110.9211,78.51,43,40,3.0,scattered clouds
453,San Ciro De Acosta,MX,21.6333,-99.8167,76.26,50,66,6.64,broken clouds
454,Oranjemund,NA,-28.55,16.4333,58.96,89,89,13.51,overcast clouds
455,Ibia,BR,-19.4783,-46.5389,89.91,33,87,5.39,overcast clouds
456,Haapiti,PF,-17.5667,-149.8667,78.53,74,31,16.35,light rain
457,Coihaique,CL,-45.5752,-72.0662,53.55,47,40,9.22,scattered clouds
458,Puerto Carreno,CO,6.189,-67.4859,91.38,58,40,8.05,scattered clouds
459,Olean,US,42.0776,-78.4297,61.48,66,75,3.44,broken clouds
460,Sao Gabriel,BR,-30.3364,-54.32,66.38,49,31,14.81,light rain
461,Batagay-Alyta,RU,67.8006,130.4114,3.74,91,19,4.94,few clouds
462,Kahului,US,20.8947,-156.47,77.85,87,40,1.99,scattered clouds
463,Novaya Ladoga,RU,60.1025,32.3019,46.08,82,90,9.69,overcast clouds
464,Liwale,TZ,-9.7667,37.9333,72.32,59,41,9.33,scattered clouds
465,Havre,FR,49.5833,0.3333,58.19,76,75,10.36,broken clouds
466,Abu Zabad,SD,12.35,29.25,70.95,78,46,21.09,moderate rain
467,Kosh-Agach,RU,50.0,88.6667,31.3,73,88,2.86,overcast clouds
468,Isla Mujeres,MX,21.2311,-86.731,82.45,82,100,12.93,overcast clouds
469,Konstantinovka,RU,49.6167,127.9833,29.97,60,0,5.7,clear sky
470,Kangaatsiaq,GL,68.3065,-53.4641,29.14,53,100,11.07,overcast clouds
471,Codrington,AU,-38.2667,141.9667,51.21,70,100,10.6,light rain
472,Mahon,ES,39.8885,4.2658,70.36,78,20,9.22,few clouds
473,Nioro,GM,13.35,-15.75,82.58,79,76,2.35,light rain
474,Ankpa,NG,7.3706,7.6253,73.98,91,50,3.71,scattered clouds
475,Ust-Kut,RU,56.7938,105.7672,35.15,96,100,3.27,overcast clouds
476,Lebyazhye,RU,55.2689,66.4947,47.82,67,72,9.19,broken clouds
477,Magistralnyy,RU,56.1725,107.4458,31.62,94,100,2.55,overcast clouds
478,Garowe,SO,8.4054,48.4845,83.84,46,91,14.43,overcast clouds
479,Denpasar,ID,-8.65,115.2167,78.4,86,99,1.7,overcast clouds
480,Wanlaweyn,SO,2.6185,44.8938,76.84,72,17,16.96,few clouds
481,Ngorongoro,TZ,-3.2397,35.4875,56.35,43,18,6.8,few clouds
482,Manicore,BR,-5.8092,-61.3003,102.33,25,100,2.62,overcast clouds
483,Jhelum,PK,32.9331,73.7264,75.34,54,0,5.01,clear sky
484,Porbandar,IN,21.6422,69.6093,83.1,70,12,7.83,few clouds
485,Vysokogornyy,RU,50.1167,139.15,38.21,97,100,9.75,overcast clouds
486,Aklavik,CA,68.2191,-135.0107,31.46,84,100,22.79,overcast clouds
487,Broken Hill,AU,-31.95,141.4333,58.39,38,100,9.33,overcast clouds
488,Pristen,RU,51.2355,36.6959,48.07,93,100,18.32,light rain
489,Cap Malheureux,MU,-19.9842,57.6142,72.46,71,2,5.99,clear sky
490,Ust-Maya,RU,60.4167,134.5333,30.38,98,100,4.16,light snow
491,Svetlyy,RU,54.675,20.1347,51.85,56,6,17.36,clear sky
492,Roma,US,43.2128,-75.4557,54.57,82,100,5.75,overcast clouds
493,San Jose,US,37.3394,-121.895,70.54,70,100,4.61,haze
494,Umuarama,BR,-23.7664,-53.325,74.79,80,92,10.83,overcast clouds
495,Dudinka,RU,69.4058,86.1778,38.62,100,100,4.34,overcast clouds
496,Visby,SE,57.6409,18.296,51.06,87,20,18.41,few clouds
497,Flin Flon,CA,54.7682,-101.865,60.64,48,20,14.97,few clouds
498,Atbasar,KZ,51.8,68.3333,47.14,59,33,7.87,scattered clouds
499,Warri,NG,5.5167,5.75,77.04,88,91,5.84,light rain
500,Kose,TR,40.21,39.6511,49.3,85,85,4.52,overcast clouds
501,Chilca,PE,-12.5211,-76.7372,63.91,78,94,9.1,overcast clouds
502,Urusha,RU,54.05,122.9,28.38,82,8,2.93,clear sky
503,Reconquista,AR,-29.15,-59.65,70.65,27,46,12.03,scattered clouds
504,Revelstoke,CA,50.9832,-118.2023,48.22,93,100,4.61,overcast clouds
505,Dagana,MR,16.5165,-15.5068,93.65,33,84,5.99,broken clouds
506,Lurgan,GB,54.4608,-6.3294,53.04,79,59,7.72,broken clouds
507,Tabou,CI,4.423,-7.3528,78.28,84,56,7.43,broken clouds
508,San Luis,AR,-33.295,-66.3356,68.77,15,2,14.52,clear sky
509,Seoul,KR,37.5683,126.9778,47.64,76,40,8.05,scattered clouds
510,Santa Lucia,ES,27.9117,-15.5407,68.76,69,20,24.16,few clouds
511,Teknaf,BD,20.8624,92.3058,80.29,81,100,3.09,overcast clouds
512,Salamanca,ES,40.8333,-6.0,67.62,66,99,4.0,overcast clouds
513,Jalu,LY,29.0331,21.5482,76.57,34,0,7.27,clear sky
514,Ca Mau,VN,9.1769,105.15,75.56,94,100,2.44,overcast clouds
515,Nome,US,64.5011,-165.4064,24.87,86,0,0.0,clear sky
516,Escanaba,US,45.7453,-87.0646,54.52,70,0,9.22,clear sky
517,Broome,US,42.2506,-75.833,62.02,66,0,5.01,clear sky
518,Shimoda,JP,34.6667,138.95,67.1,70,100,21.72,overcast clouds
519,Dombas,NO,62.0696,9.1235,36.68,92,100,6.49,overcast clouds
520,Ziarat,PK,30.3823,67.7282,52.25,12,0,4.29,clear sky
521,Kologriv,RU,58.8275,44.3178,38.07,90,3,3.2,clear sky
522,Mangrol,IN,21.1167,70.1167,81.99,81,65,5.08,broken clouds
523,Baherden,TM,38.4362,57.4316,68.11,21,0,9.08,clear sky
524,Karachi,PK,24.9056,67.0822,75.02,57,0,3.44,haze
525,Sisimiut,GL,66.9395,-53.6735,31.39,98,100,6.11,snow
526,Atar,MR,20.5169,-13.0499,99.41,18,79,7.54,broken clouds
527,Tilichiki,RU,60.4667,166.1,30.51,65,25,6.2,scattered clouds
528,Barentu,ER,15.1139,37.5928,82.18,35,71,5.41,broken clouds
529,Bardiyah,LY,31.7561,25.0865,71.74,63,0,7.25,clear sky
530,Takapau,NZ,-40.0333,176.35,55.72,79,100,3.91,overcast clouds
531,Lubango,AO,-14.9172,13.4925,68.47,51,70,7.38,broken clouds
532,Rouvroy,FR,50.3925,2.904,57.15,69,88,8.72,overcast clouds
533,North Bend,US,43.4065,-124.2243,51.71,100,100,9.22,mist
534,Perth,AU,-31.9333,115.8333,51.19,85,0,0.0,clear sky
535,Manokwari,ID,-0.8667,134.0833,78.57,77,97,2.77,heavy intensity rain
536,Sechura,PE,-5.5569,-80.8222,75.4,59,52,14.67,broken clouds
537,Koumac,NC,-20.5667,164.2833,72.82,78,94,5.41,overcast clouds
538,Madimba,TZ,-10.4,40.3333,73.2,75,8,8.84,clear sky
539,Vila Velha,BR,-20.3297,-40.2925,84.15,70,20,20.71,few clouds
540,Dondo,MZ,-19.6094,34.7431,78.31,89,0,6.17,clear sky
541,Pueblo,US,38.2545,-104.6091,74.84,28,0,1.99,clear sky
542,Auki,SB,-8.7676,160.7034,75.7,86,38,3.36,scattered clouds
543,Panaba,MX,21.2833,-88.2667,87.24,59,100,13.58,overcast clouds
544,Tarata,BO,-17.6167,-66.0167,81.82,15,0,12.91,clear sky
545,Guane,CU,22.2025,-84.0875,87.44,64,99,11.05,overcast clouds
546,Bushenyi,UG,-0.5853,30.2114,63.81,83,87,2.15,light rain
547,Lydenburg,ZA,-25.0978,30.4597,69.4,79,3,3.8,clear sky
548,Udachnyy,RU,66.4167,112.4,21.18,96,82,7.9,broken clouds
549,Hajnowka,PL,52.7433,23.5812,46.8,63,9,9.13,clear sky
550,Maholi,IN,27.6667,80.4667,69.94,97,100,4.61,overcast clouds
551,Aitape,PG,-3.1374,142.3475,77.5,87,74,3.69,broken clouds
552,Bubaque,GW,11.2833,-15.8333,82.06,74,65,6.58,broken clouds
553,Marystown,CA,47.1666,-55.1483,52.03,52,35,18.77,scattered clouds
554,Kalmunai,LK,7.4167,81.8167,79.18,82,36,3.69,scattered clouds
555,Wamba,NG,8.9333,8.6,75.65,89,33,2.93,light rain
556,Itacoatiara,BR,-3.1431,-58.4442,86.31,57,72,1.7,broken clouds
557,Fairmont,US,39.4851,-80.1426,67.39,48,6,1.99,clear sky
558,Sai Buri,TH,6.7013,101.6168,78.96,87,100,4.23,overcast clouds
559,Engen,DE,47.85,8.7667,61.2,84,44,2.55,scattered clouds
560,Tubinskiy,RU,52.8892,58.2225,43.68,68,64,3.76,broken clouds
561,Pontes E Lacerda,BR,-15.2261,-59.3353,87.39,51,82,2.26,broken clouds
562,Kimry,RU,56.8667,37.35,40.82,86,0,2.82,clear sky
563,Maarianhamina,AX,60.0973,19.9348,51.66,82,0,24.16,clear sky
564,Miri,MY,4.4148,114.0089,75.34,100,40,2.3,scattered clouds
565,Ramnagar,IN,29.4,79.1167,66.69,92,32,2.64,scattered clouds
566,Ormstown,CA,45.1334,-73.9992,55.83,48,55,7.16,broken clouds
567,Kabelvag,NO,68.2114,14.4817,50.22,87,75,11.5,moderate rain
568,San Pedro,PH,14.35,121.0167,81.63,75,40,4.61,scattered clouds
569,Bereznik,RU,62.8551,42.7072,44.1,82,56,7.92,broken clouds
570,Maraa,BR,-1.8333,-65.3667,91.62,45,69,2.01,broken clouds
571,Staunton,US,38.1496,-79.0717,64.56,42,0,3.44,clear sky
572,Pasighat,IN,28.0667,95.3333,72.57,97,99,3.09,overcast clouds
573,Skelleftea,SE,64.7507,20.9528,51.01,95,75,11.5,broken clouds
574,Eureka,US,40.8021,-124.1637,52.41,71,15,8.19,few clouds
575,Cabras,IT,39.93,8.5314,69.26,82,1,2.82,clear sky
576,Santo Augusto,BR,-27.8508,-53.7772,54.1,97,100,10.65,moderate rain
577,Yerbogachen,RU,61.2767,108.0108,34.59,94,96,4.0,overcast clouds
578,Abnub,EG,27.2696,31.1511,78.01,38,0,9.57,clear sky
579,Parvatipuram,IN,18.7833,83.4333,75.29,95,77,0.67,broken clouds
580,Mount Holly,US,35.2982,-81.0159,71.26,59,75,8.99,broken clouds
581,Sept-Iles,CA,50.2001,-66.3821,45.12,55,75,12.66,broken clouds
582,Buala,SB,-8.145,159.5921,78.93,76,21,1.3,few clouds
583,Azul,AR,-36.777,-59.8585,69.35,16,1,8.43,clear sky
584,Ocher,RU,57.8904,54.7202,46.99,95,100,4.43,overcast clouds
585,Kardla,EE,58.9978,22.7492,50.05,82,4,12.03,clear sky
586,Springbok,ZA,-29.6643,17.8865,66.65,46,100,5.91,overcast clouds
587,Aykhal,RU,66.0,111.5,22.73,97,97,7.99,overcast clouds
588,Bridlington,GB,54.0831,-0.1919,55.33,65,5,13.24,clear sky
589,Xining,CN,36.6167,101.7667,41.13,43,0,3.65,clear sky
590,Jumla,NP,29.2747,82.1838,50.72,88,49,5.44,scattered clouds
591,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,77,33,14.03,scattered clouds
592,Kollam,IN,8.8833,76.6,78.21,87,75,2.55,broken clouds
593,Mayskiy,RU,47.6931,40.1025,54.81,90,88,8.61,overcast clouds
594,Shingu,JP,33.7333,135.9833,59.0,69,97,7.54,overcast clouds
595,Arrifes,PT,37.7667,-25.7,73.65,73,40,11.5,scattered clouds
596,Pemba,MZ,-12.974,40.5178,77.7,78,20,6.91,few clouds
597,Octeville,FR,49.6261,-1.6435,56.98,67,0,3.44,clear sky
598,Coffs Harbour,AU,-30.3,153.1333,59.13,94,100,9.22,drizzle
599,Jieshi,CN,22.8134,115.8257,72.45,64,55,16.58,broken clouds
600,Bay Roberts,CA,47.5999,-53.2648,57.33,54,29,11.01,scattered clouds
601,Qaqortoq,GL,60.7167,-46.0333,37.87,90,100,16.08,light rain
602,Los Llanos De Aridane,ES,28.6585,-17.9182,71.13,84,20,11.5,few clouds
603,Ginda,IN,30.6945,78.4932,55.44,84,42,5.99,scattered clouds
604,Bressanone,IT,46.715,11.656,60.57,89,68,2.28,broken clouds
605,Pascagoula,US,30.3658,-88.5561,80.42,38,0,12.66,clear sky
606,Ormara,PK,25.2088,64.6357,80.24,54,1,8.1,clear sky
607,Erzin,TR,36.9559,36.2,69.49,54,0,2.59,clear sky
608,Talara,PE,-4.5772,-81.2719,75.96,57,0,14.97,clear sky
609,Moose Factory,CA,51.2585,-80.6094,50.0,50,75,16.11,broken clouds
610,Vitim,RU,59.4511,112.5578,34.12,99,100,3.76,overcast clouds
611,Winschoten,NL,53.1442,7.0347,51.96,87,59,8.37,broken clouds
612,Buin,CL,-33.7333,-70.75,71.92,33,0,8.34,clear sky
613,Kawalu,ID,-7.3817,108.2082,71.65,97,100,1.19,overcast clouds
614,Homer,US,59.6425,-151.5483,39.09,71,100,4.61,overcast clouds
615,Belmonte,BR,-15.8631,-38.8828,80.8,67,18,9.89,few clouds
616,Mirnyy,RU,62.5353,113.9611,30.24,100,100,1.99,overcast clouds
617,Venice,US,27.0998,-82.4543,89.11,77,32,3.0,scattered clouds
618,Veere,NL,51.5483,3.6667,57.18,72,20,9.22,few clouds
619,Sonamura,IN,23.4719,91.2664,74.95,96,81,4.79,broken clouds
620,General Roca,AR,-39.0333,-67.5833,73.69,10,18,6.87,few clouds
621,Pacific Grove,US,36.6177,-121.9166,57.42,94,100,3.44,mist
622,Byron Bay,AU,-28.65,153.6167,58.95,73,76,11.97,broken clouds
623,Kavaratti,IN,10.5669,72.642,81.05,79,95,9.24,overcast clouds
624,Male,MV,4.1748,73.5089,76.95,94,100,14.97,overcast clouds
625,Ishigaki,JP,24.3448,124.1572,75.33,64,100,21.85,overcast clouds
626,Beatrice,US,40.2681,-96.747,76.17,31,0,8.05,clear sky
627,Skeldon,GY,5.8833,-57.1333,84.92,71,68,7.4,broken clouds
628,Goundi,TD,9.3627,17.366,75.36,83,36,3.38,scattered clouds
629,Pavilosta,LV,56.8879,21.1859,49.91,61,3,19.08,clear sky
630,Geraldton,AU,-28.7667,114.6,55.81,67,100,9.22,overcast clouds
631,La Paz,BO,-16.5,-68.15,64.38,17,20,12.66,few clouds
632,Zavodoukovsk,RU,56.5042,66.5515,48.74,73,73,10.69,broken clouds
633,Wittingen,DE,52.7269,10.7361,60.8,86,87,13.27,light rain
634,Puerto Escondido,MX,15.85,-97.0667,86.83,58,40,6.91,scattered clouds
635,Salinopolis,BR,-0.6136,-47.3561,85.03,65,55,14.25,broken clouds
636,Westport,US,41.1415,-73.3579,69.04,52,75,12.66,broken clouds
637,San Andres,CO,12.5847,-81.7006,86.02,74,75,10.36,broken clouds
638,Qinhuangdao,CN,39.9317,119.5883,47.97,33,0,6.06,clear sky
639,Kruisfontein,ZA,-34.0033,24.7314,69.89,84,100,3.87,overcast clouds
640,Kryvyy Rih,UA,47.9167,33.35,54.45,63,97,15.75,overcast clouds
641,Warrnambool,AU,-38.3833,142.4833,51.04,72,100,13.65,moderate rain
642,Olinda,BR,-8.0089,-34.8553,83.93,65,40,16.11,scattered clouds
643,Korla,CN,41.7597,86.1469,59.95,28,74,7.65,broken clouds
644,Dolinsk,RU,47.35,142.8,51.94,96,100,13.69,overcast clouds
645,Kholodnyy,RU,62.7167,147.95,0.5,96,36,0.18,scattered clouds
646,Salto Del Guaira,PY,-24.0625,-54.3069,72.37,84,99,5.93,overcast clouds
647,Imbituba,BR,-28.24,-48.6703,60.85,96,100,2.95,moderate rain
648,Burnie,AU,-41.0667,145.9167,46.94,88,59,4.76,broken clouds
649,Bontang,ID,0.1333,117.5,75.15,93,100,5.14,light rain
650,Fonte Boa,BR,-2.4959,-66.2662,98.55,34,33,0.74,scattered clouds
651,Japura,ID,-0.3167,102.35,72.43,88,99,0.45,overcast clouds
652,Verkhniy Baskunchak,RU,48.2256,46.7217,59.83,64,89,8.21,overcast clouds
653,Knysna,ZA,-34.0363,23.0471,69.08,71,100,1.72,overcast clouds
654,Zhuhai,CN,22.2769,113.5678,74.91,46,0,18.41,clear sky
655,Kokuy,RU,52.2037,117.5529,34.27,61,36,0.92,scattered clouds
656,Eyemouth,GB,55.8713,-2.0901,51.24,70,5,18.7,clear sky
657,Port Macquarie,AU,-31.4333,152.9167,57.88,77,99,3.02,overcast clouds
658,Mindelo,CV,16.8901,-24.9804,83.75,58,75,18.41,broken clouds
659,Bandarbeyla,SO,9.4942,50.8122,77.88,88,58,14.85,broken clouds
660,Ha Tinh,VN,18.3333,105.9,67.05,76,97,6.98,overcast clouds
661,Ninh Binh,VN,20.2539,105.975,68.22,70,100,4.83,overcast clouds
662,Mumford,GH,5.2618,-0.759,78.08,83,27,8.19,scattered clouds
663,Lubon,PL,52.3471,16.8927,58.08,81,0,5.75,clear sky
664,Kutum,SD,14.2,24.6667,82.56,23,84,6.11,broken clouds
665,Zastron,ZA,-30.3023,27.084,65.73,46,78,1.97,broken clouds
666,Lingyuan,CN,41.24,119.4011,37.81,39,0,3.24,clear sky
667,Huilong,CN,31.8111,121.655,52.93,57,92,11.23,overcast clouds
668,Waverley,ZA,-25.7023,28.2591,83.01,22,12,14.97,few clouds
669,Canandaigua,US,42.8742,-77.288,58.24,77,92,1.99,overcast clouds
670,Patnanungan,PH,14.7833,122.1833,80.58,79,71,12.59,broken clouds
671,New Waterford,US,40.8451,-80.6145,68.4,46,11,8.52,few clouds
672,Acobamba,PE,-11.3525,-75.6594,61.45,64,70,11.5,broken clouds
673,Sheksna,RU,59.21,38.5107,35.56,91,29,6.17,scattered clouds
674,Ambovombe,MG,-25.1667,46.0833,69.66,90,19,5.06,few clouds
675,Tigil,RU,57.8,158.6667,33.28,93,100,14.29,overcast clouds
676,Porto Seguro,BR,-16.4497,-39.0647,81.12,78,40,11.5,scattered clouds
677,Dwarka,IN,22.2394,68.9678,83.21,73,34,11.99,scattered clouds
678,Miklavz Na Dravskem Polju,SI,46.5058,15.6972,57.02,86,59,2.57,broken clouds
679,Camacha,PT,33.0833,-16.3333,69.22,83,40,14.97,scattered clouds
680,Namatanai,PG,-3.6667,152.4333,76.46,70,57,6.42,broken clouds
681,Kirakira,SB,-10.4544,161.9205,77.47,83,27,2.48,scattered clouds
682,Paranhos,BR,-23.8928,-55.4311,67.96,74,90,6.31,overcast clouds
683,Methoni,GR,36.8197,21.7049,71.46,70,21,3.15,few clouds
684,Juneau,US,58.3019,-134.4197,48.22,100,99,5.77,overcast clouds
685,Waingapu,ID,-9.6567,120.2641,80.87,76,100,3.02,overcast clouds
686,Mudanjiang,CN,44.5833,129.6,42.01,82,100,11.03,overcast clouds
687,Fayetteville,US,35.0527,-78.8784,70.88,62,100,6.91,overcast clouds
688,Zhigansk,RU,66.7697,123.3711,11.19,96,71,1.72,broken clouds
689,Saint Anthony,US,45.0205,-93.218,67.66,50,0,12.66,clear sky
690,Sochaczew,PL,52.2294,20.2384,55.17,54,18,12.06,few clouds
691,Bykovo,RU,55.6361,38.0803,48.42,78,0,6.71,clear sky
692,Leshukonskoye,RU,64.8989,45.7622,43.63,78,96,9.51,overcast clouds
693,Yellandu,IN,17.6,80.3333,73.6,98,98,3.44,overcast clouds
694,Hanzhong,CN,33.0728,107.0303,47.8,73,77,0.47,broken clouds
695,Igrim,RU,63.1906,64.4162,40.68,78,8,10.56,clear sky
696,Santa Cruz,BO,-17.8,-63.1667,69.26,42,75,12.66,broken clouds
697,Oudtshoorn,ZA,-33.5907,22.2014,64.76,46,100,4.0,overcast clouds
698,Edd,ER,13.9297,41.6925,88.27,63,35,12.01,scattered clouds
699,Wolfsberg,AT,46.8406,14.8442,59.41,90,54,0.96,broken clouds
700,Jasper,US,37.2001,-94.3502,79.99,54,40,14.97,scattered clouds
701,Qianan,CN,44.9932,124.0581,35.71,56,0,6.69,clear sky
